puma12,puma22,stab,PUMA12name,PUMA22name,pop20,afact,AFACT2
2102400,2102500,KY,Northern Kentucky Area Development District (North Central)--Kenton County,Northern Kentucky Area Development District (Northwest)--Boone County,1010,0.0059,0.0074
2102500,2102400,KY,Northern Kentucky Area Development District (Northwest)--Boone County,Northern Kentucky Area Development District (North Central)--Kenton County,184,0.0014,0.0011
2102500,2102500,KY,Northern Kentucky Area Development District (Northwest)--Boone County,Northern Kentucky Area Development District (Northwest)--Boone County,134788,0.998,0.9926
2102500,2102600,KY,Northern Kentucky Area Development District (Northwest)--Boone County,Northern Kentucky Area Development District (Outer),88,0.0007,0.0005
2102600,2102600,KY,Northern Kentucky Area Development District (Southeast),Northern Kentucky Area Development District (Outer),163351,1,0.9995
2102700,2102700,KY,Buffalo Trace & Gateway Area Development Districts,Buffalo Trace & Gateway Area Development Districts,141240,1,1
2102800,2102800,KY,FIVCO Area Development District,FIVCO Area Development District,134497,1,1
2200100,2200101,LA,Coordinating & Development Corporation 1--Shreveport City (North),Coordinating & Development Corporation 1--Shreveport City (North),116133,0.9967,0.9945
2200100,2200200,LA,Coordinating & Development Corporation 1--Shreveport City (North),Coordinating & Development Corporation 3--Bossier & Webster Parishes,379,0.0033,0.0023
2200101,2200102,LA,Coordinating & Development Corporation 2--Shreveport City (South),Coordinating & Development Corporation 2--Shreveport City (South),121296,0.9999,1
2200101,2200200,LA,Coordinating & Development Corporation 2--Shreveport City (South),Coordinating & Development Corporation 3--Bossier & Webster Parishes,9,0.0001,0.0001
2200200,2200101,LA,Coordinating & Development Corporation 3--Bossier & Webster Parishes,Coordinating & Development Corporation 1--Shreveport City (North),638,0.0038,0.0055
2200200,2200200,LA,Coordinating & Development Corporation 3--Bossier & Webster Parishes,Coordinating & Development Corporation 3--Bossier & Webster Parishes,165106,0.9954,0.9977
2200200,2200300,LA,Coordinating & Development Corporation 3--Bossier & Webster Parishes,Coordinating & Development Corporation 4--Northwest Louisiana,130,0.0008,0.0008
2200300,2200300,LA,Coordinating & Development Corporation 4--Northwest Louisiana,Coordinating & Development Corporation 4--Northwest Louisiana,169455,0.9994,0.9989
2200300,2200500,LA,Coordinating & Development Corporation 4--Northwest Louisiana,North Delta Regional Planning & Development District 2--Northeast Louisiana,92,0.0005,0.0006
2200300,2200700,LA,Coordinating & Development Corporation 4--Northwest Louisiana,Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes P,16,0.0001,0.0001
2200400,2200400,LA,North Delta Regional Planning & Development District 1--Ouachita Parish,North Delta Regional Planning & Development District 1--Ouachita Parish,160166,0.9999,0.9987
2200400,2200500,LA,North Delta Regional Planning & Development District 1--Ouachita Parish,North Delta Regional Planning & Development District 2--Northeast Louisiana,15,0.0001,0.0001
2200500,2200300,LA,North Delta Regional Planning & Development District 2--Northeast Louisiana,Coordinating & Development Corporation 4--Northwest Louisiana,42,0.0003,0.0002
2200500,2200400,LA,North Delta Regional Planning & Development District 2--Northeast Louisiana,North Delta Regional Planning & Development District 1--Ouachita Parish,202,0.0014,0.0013
2200500,2200500,LA,North Delta Regional Planning & Development District 2--Northeast Louisiana,North Delta Regional Planning & Development District 2--Northeast Louisiana,142458,0.9972,0.999
2200500,2200600,LA,North Delta Regional Planning & Development District 2--Northeast Louisiana,Kisatchie Delta Regional Planning & Development District 1,157,0.0011,0.0013
2200600,2200500,LA,Kisatchie Delta Regional Planning & Development District 1,North Delta Regional Planning & Development District 2--Northeast Louisiana,38,0.0003,0.0003
2200600,2200600,LA,Kisatchie Delta Regional Planning & Development District 1,Kisatchie Delta Regional Planning & Development District 1,117567,0.9997,0.9963
2200700,2200300,LA,Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes,Coordinating & Development Corporation 4--Northwest Louisiana,22,0.0001,0.0001
2200700,2200600,LA,Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes,Kisatchie Delta Regional Planning & Development District 1,277,0.0015,0.0023
2200700,2200700,LA,Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes,Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes P,178353,0.9978,0.9977
2200700,2200801,LA,Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes,Imperial Calcasieu Regional Planning & Development District 1 (North),98,0.0005,0.0007
2200800,2200700,LA,Imperial Calcasieu Regional Planning & Development District 1 (North),Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes P,358,0.0024,0.002
2200800,2200801,LA,Imperial Calcasieu Regional Planning & Development District 1 (North),Imperial Calcasieu Regional Planning & Development District 1 (North),148900,0.9966,0.9993
2200800,2200901,LA,Imperial Calcasieu Regional Planning & Development District 1 (North),Imperial Calcasieu Regional Planning & Development District 2 (South),147,0.001,0.0009
2200900,2200901,LA,Imperial Calcasieu Regional Planning & Development District 2 (South),Imperial Calcasieu Regional Planning & Development District 2 (South),164747,0.9999,0.9988
2200900,2201100,LA,Imperial Calcasieu Regional Planning & Development District 2 (South),Acadiana Regional Development District 2--Acadia & Vermilion Parishes,21,0.0001,0.0002
2201000,2200700,LA,Acadiana Regional Development District 1--St. Landry & Evangeline Parishes,Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes P,46,0.0004,0.0003
2201000,2201000,LA,Acadiana Regional Development District 1--St. Landry & Evangeline Parishes,Acadiana Regional Development District 1--St. Landry & Evangeline Parishes,114881,0.9975,0.9999
2201000,2201100,LA,Acadiana Regional Development District 1--St. Landry & Evangeline Parishes,Acadiana Regional Development District 2--Acadia & Vermilion Parishes,242,0.0021,0.0021
2201100,2200901,LA,Acadiana Regional Development District 2--Acadia & Vermilion Parishes,Imperial Calcasieu Regional Planning & Development District 2 (South),59,0.0005,0.0004
2201100,2201000,LA,Acadiana Regional Development District 2--Acadia & Vermilion Parishes,Acadiana Regional Development District 1--St. Landry & Evangeline Parishes,9,0.0001,0.0001
2201100,2201100,LA,Acadiana Regional Development District 2--Acadia & Vermilion Parishes,Acadiana Regional Development District 2--Acadia & Vermilion Parishes,114672,0.9994,0.9977
2201200,2201201,LA,Acadiana Regional Development District 3--Lafayette Parish (North),Acadiana Regional Development District 3--Lafayette Parish (North),116143,1,0.9955
2201201,2201202,LA,Acadiana Regional Development District 4--Lafayette Parish (South),Acadiana Regional Development District 4--Lafayette Parish (South),124949,0.9978,0.9989
2201201,2201300,LA,Acadiana Regional Development District 4--Lafayette Parish (South),Acadiana Regional Development District 5--Iberia & St. Martin Parishes,280,0.0022,0.0023
2201300,2201201,LA,"Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes",Acadiana Regional Development District 3--Lafayette Parish (North),521,0.003,0.0045
2201300,2201202,LA,"Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes",Acadiana Regional Development District 4--Lafayette Parish (South),140,0.0008,0.0011
2201300,2201300,LA,"Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes",Acadiana Regional Development District 5--Iberia & St. Martin Parishes,121416,0.708,0.9977
2201300,2202100,LA,"Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes",South Central Planning & Development Commission 3--Terrebonne & St. Mary Parishes,49406,0.2881,0.3108
2201400,2201400,LA,Capital Region Planning Commission 1--Baton Rouge Metropolitan Area (West),Capital Region Planning Commission 1--Baton Rouge Metropolitan Area (West),113047,0.9985,1
2201400,2201501,LA,Capital Region Planning Commission 1--Baton Rouge Metropolitan Area (West),Capital Region Planning Commission 4--East Baton Rouge Parish (North),64,0.0006,0.0006
2201400,2201600,LA,Capital Region Planning Commission 1--Baton Rouge Metropolitan Area (West),Capital Region Planning Commission 5--Ascension Parish,66,0.0006,0.0005
2201400,2202000,LA,Capital Region Planning Commission 1--Baton Rouge Metropolitan Area (West),South Central Planning & Development Commission 2--Lafourche & Assumption Parishes,43,0.0004,0.0004
2201500,2201503,LA,Capital Region Planning Commission 2--East Baton Rouge Parish (South),Capital Region Planning Commission 8--Baton Rouge City (South),35308,0.2492,0.2512
2201500,2201504,LA,Capital Region Planning Commission 2--East Baton Rouge Parish (South),Capital Region Planning Commission 2--East Baton Rouge Parish (South),106355,0.7508,1
2201501,2201501,LA,Capital Region Planning Commission 3--Baton Rouge City,Capital Region Planning Commission 4--East Baton Rouge Parish (North),4076,0.0227,0.0386
2201501,2201502,LA,Capital Region Planning Commission 3--Baton Rouge City,Capital Region Planning Commission 3--Baton Rouge City (North),70410,0.3918,0.675
2201501,2201503,LA,Capital Region Planning Commission 3--Baton Rouge City,Capital Region Planning Commission 8--Baton Rouge City (South),105237,0.5856,0.7488
2201502,2201501,LA,Capital Region Planning Commission 4--East Baton Rouge Parish (North),Capital Region Planning Commission 4--East Baton Rouge Parish (North),101433,0.7495,0.9608
2201502,2201502,LA,Capital Region Planning Commission 4--East Baton Rouge Parish (North),Capital Region Planning Commission 3--Baton Rouge City (North),33898,0.2505,0.325
2201600,2201600,LA,Capital Region Planning Commission 5--Ascension Parish,Capital Region Planning Commission 5--Ascension Parish,126429,1,0.9994
2201700,2201700,LA,Capital Region Planning Commission 6--Livingston & St. Helena Parishes,Capital Region Planning Commission 6--Livingston & St. Helena Parishes,153063,1,0.9991
2201800,2201700,LA,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes,Capital Region Planning Commission 6--Livingston & St. Helena Parishes,139,0.0008,0.0009
2201800,2201800,LA,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes,178489,0.9986,0.9993
2201800,2202201,LA,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes,Regional Planning Commission 1--St. Tammany Parish (Northwest),119,0.0007,0.0008
2201900,2201900,LA,South Central Planning & Development Commission 1--River Parishes,South Central Planning & Development Commission 1--River Parishes,115214,0.9993,1
2201900,2202000,LA,South Central Planning & Development Commission 1--River Parishes,South Central Planning & Development Commission 2--Lafourche & Assumption Parishes,75,0.0007,0.0006
2202000,2201600,LA,South Central Planning & Development Commission 2--Lafourche & Assumption Parishes,Capital Region Planning Commission 5--Ascension Parish,5,0,0
2202000,2201900,LA,South Central Planning & Development Commission 2--Lafourche & Assumption Parishes,South Central Planning & Development Commission 1--River Parishes,4,0,0
2202000,2202000,LA,South Central Planning & Development Commission 2--Lafourche & Assumption Parishes,South Central Planning & Development Commission 2--Lafourche & Assumption Parishes,117385,0.9955,0.9898
2202000,2202100,LA,South Central Planning & Development Commission 2--Lafourche & Assumption Parishes,South Central Planning & Development Commission 3--Terrebonne & St. Mary Parishes,523,0.0044,0.0033
2202100,2202000,LA,South Central Planning & Development Commission 3--Terrebonne Parish,South Central Planning & Development Commission 2--Lafourche & Assumption Parishes,1093,0.0099,0.0092
2202100,2202100,LA,South Central Planning & Development Commission 3--Terrebonne Parish,South Central Planning & Development Commission 3--Terrebonne & St. Mary Parishes,109057,0.9901,0.686
2202200,2201800,LA,Regional Planning Commission 1--St. Tammany Parish (Northwest),Capital Region Planning Commission 7--Tangipahoa & Washington Parishes,131,0.0009,0.0007
2202200,2202201,LA,Regional Planning Commission 1--St. Tammany Parish (Northwest),Regional Planning Commission 1--St. Tammany Parish (Northwest),143684,0.9991,0.9992
2202201,2202202,LA,Regional Planning Commission 2--St. Tammany Parish (Southeast),Regional Planning Commission 2--St. Tammany Parish (Southeast),120767,1,1
2202300,2202301,LA,Regional Planning Commission 3--Jefferson Parish (North),Regional Planning Commission 3--Jefferson Parish (North),105437,0.9854,1
2202300,2202302,LA,Regional Planning Commission 3--Jefferson Parish (North),Regional Planning Commission 4--Jefferson Parish (Central),1564,0.0146,0.0109
2202301,2202302,LA,Regional Planning Commission 4--Jefferson Parish (Central),Regional Planning Commission 4--Jefferson Parish (Central),141943,1,0.9891
2202302,2202303,LA,Regional Planning Commission 5--Jefferson Parish (West Bank),Regional Planning Commission 5--Jefferson Parish (West Bank),136519,1,1
2202400,2202401,LA,Regional Planning Commission 6--New Orleans City (Northeast),Regional Planning Commission 6--New Orleans City (Northeast),147175,1,1
2202401,2202402,LA,Regional Planning Commission 7--New Orleans City (Central),Regional Planning Commission 7--New Orleans City (Central),118167,0.9863,1
2202401,2202403,LA,Regional Planning Commission 7--New Orleans City (Central),Regional Planning Commission 8--New Orleans City (South),1647,0.0137,0.0139
2202402,2202403,LA,Regional Planning Commission 8--New Orleans City (South),Regional Planning Commission 8--New Orleans City (South),117008,1,0.9861
2202500,2202501,LA,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes","Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes P",122597,1,1
2300100,2300100,ME,Northeast Maine--Aroostook & Washington Counties,"Northeast Maine--Aroostook, Washington & Northern Penobscot Counties",98200,1,0.8246
2300200,2300200,ME,"Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties","Northwest Maine--Oxford, Somerset, Franklin & Somerset Counties",154510,1,1
2300300,2300100,ME,Penobscot County,"Northeast Maine--Aroostook, Washington & Northern Penobscot Counties",20888,0.1372,0.1754
2300300,2300300,ME,Penobscot County,Southern Penobscot County,131311,0.8628,1
2300400,2300400,ME,Kennebec County,Kennebec County,123642,1,1
2300500,2300500,ME,"Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties","Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",170929,1,1
2300600,2300600,ME,Androscoggin County,Androscoggin County,111139,1,1
2300700,2300700,ME,Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick,Sagadahoc County & Northern Cumberland County,108854,0.996,0.9989
2300700,2300900,ME,Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick,Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities,441,0.004,0.0031
2300800,2300700,ME,South Maine--York (West) & Cumberland (West) Counties,Sagadahoc County & Northern Cumberland County,4,0,0
2300800,2300800,ME,South Maine--York (West) & Cumberland (West) Counties,Southern Maine--York (West) & Cumberland (West),185576,1,1
2300900,2300700,ME,Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities,Sagadahoc County & Northern Cumberland County,120,0.0008,0.0011
2300900,2300900,ME,Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities,Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities,141205,0.9935,0.9969
2300900,2301000,ME,Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities,"Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities",806,0.0057,0.007
2301000,2301000,ME,"Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities","Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities",114734,1,0.993
2400100,2400101,MD,Allegany & Garrett Counties--Cumberland City,"Allegany, Garrett & West Washington Counties--Hancock & Clear Spring",96912,1,0.8725
2400200,2400101,MD,Washington County--Hagerstown City,"Allegany, Garrett & West Washington Counties--Hancock & Clear Spring",14160,0.0915,0.1275
2400200,2400201,MD,Washington County--Hagerstown City,Central Washington County--Hagerstown City,140545,0.9085,1
2400301,2400302,MD,Frederick County (Outside Greater Frederick City),Outer Frederick County,134671,1,1
2400302,2400301,MD,Frederick County (Central)--Greater Frederick City,Central Frederick County--Frederick City,137046,1,1
2400400,2400400,MD,Carroll County,Carroll County--Westminster City,172891,1,1
2400501,2400501,MD,Baltimore County (Outer),Outer Baltimore County,97669,0.7957,0.9072
2400501,2400505,MD,Baltimore County (Outer),"Inner East Baltimore County--Middle River, Rosedale & White Marsh",6545,0.0533,0.0613
2400501,2400506,MD,Baltimore County (Outer),"Southeast Baltimore County--Dundalk, Essex, Edgemere",18528,0.151,0.1335
2400502,2400502,MD,"Baltimore County--Randallstown (East), Owings Mills, Milford Mill & Reisterstown","Inner West Baltimore County--Randallstown, Owings Mills & Milford Mill",133698,1,0.8345
2400503,2400501,MD,"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel",Outer Baltimore County,5765,0.0481,0.0536
2400503,2400502,MD,"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel","Inner West Baltimore County--Randallstown, Owings Mills & Milford Mill",26523,0.2215,0.1655
2400503,2400503,MD,"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel","West Central Baltimore County--Pikesville, Towson & Cockeysville",84340,0.7042,0.7589
2400503,2400507,MD,"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel","Southwest Baltimore County--Catonsville, Woodlawn & Arbutus",3138,0.0262,0.0257
2400504,2400501,MD,"Baltimore County--Towson (East & Central), Parkville & Carney",Outer Baltimore County,4221,0.035,0.0392
2400504,2400503,MD,"Baltimore County--Towson (East & Central), Parkville & Carney","West Central Baltimore County--Pikesville, Towson & Cockeysville",26799,0.2222,0.2411
2400504,2400504,MD,"Baltimore County--Towson (East & Central), Parkville & Carney","East Central Baltimore County--Towson, Parkville & Carney",89579,0.7428,0.8306
2400505,2400504,MD,"Baltimore County--Perry Hall, Middle River & Rosedale","East Central Baltimore County--Towson, Parkville & Carney",18272,0.1517,0.1694
2400505,2400505,MD,"Baltimore County--Perry Hall, Middle River & Rosedale","Inner East Baltimore County--Middle River, Rosedale & White Marsh",100249,0.8325,0.9387
2400505,2400506,MD,"Baltimore County--Perry Hall, Middle River & Rosedale","Southeast Baltimore County--Dundalk, Essex, Edgemere",1896,0.0157,0.0137
2400506,2400506,MD,"Baltimore County--Dundalk, Essex & Edgemere","Southeast Baltimore County--Dundalk, Essex, Edgemere",118377,1,0.8529
2400507,2400507,MD,"Baltimore County--Catonsville, Woodlawn & Arbutus","Southwest Baltimore County--Catonsville, Woodlawn & Arbutus",118936,1,0.9743
2400601,2400601,MD,"Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville","North Harford County--Bel Air Town, Fallston & Jarrettsville",141592,1,0.9993
2400602,2400601,MD,Harford County (South & East)--Aberdeen & Havre de Grace Cities,"North Harford County--Bel Air Town, Fallston & Jarrettsville",95,0.0008,0.0007
2400602,2400602,MD,Harford County (South & East)--Aberdeen & Havre de Grace Cities,"South Harford County--Aberdeen, Havre de Grace Cities",119237,0.9992,1
2400700,2400700,MD,Cecil County,Cecil County--Elkton,103725,1,1
2400801,2400801,MD,"Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington","Northwest Baltimore City--Sandtown, Winchester, Ashburton & Mount Washington",121985,1,0.9208
2400802,2400802,MD,"Baltimore City--Guilford, Roland Park & Druid Lake","North Central Baltimore City--Guilford, Roland Park & Druid Lake",104312,0.9775,0.9023
2400802,2400803,MD,"Baltimore City--Guilford, Roland Park & Druid Lake","Northeast Baltimore City--Frankford, Belair-Edison & Loch Raven",45,0.0004,0.0004
2400802,2400804,MD,"Baltimore City--Guilford, Roland Park & Druid Lake","East Baltimore City--Inner Harbor, Canton & Bayview",2359,0.0221,0.0222
2400803,2400803,MD,"Baltimore City--Frankford, Belair-Edison & Loch Raven","Northeast Baltimore City--Frankford, Belair-Edison & Loch Raven",108910,1,0.9333
2400804,2400802,MD,"Baltimore City--Inner Harbor, Canton & Bayview","North Central Baltimore City--Guilford, Roland Park & Druid Lake",11292,0.083,0.0977
2400804,2400803,MD,"Baltimore City--Inner Harbor, Canton & Bayview","Northeast Baltimore City--Frankford, Belair-Edison & Loch Raven",7742,0.0569,0.0663
2400804,2400804,MD,"Baltimore City--Inner Harbor, Canton & Bayview","East Baltimore City--Inner Harbor, Canton & Bayview",104130,0.7651,0.9778
2400804,2400805,MD,"Baltimore City--Inner Harbor, Canton & Bayview","Southwest Baltimore City--Irvington, Ten Hills & Cherry Hill",12936,0.095,0.113
2400805,2400801,MD,"Baltimore City--Irvington, Ten Hills & Cherry Hill","Northwest Baltimore City--Sandtown, Winchester, Ashburton & Mount Washington",10486,0.0936,0.0792
2400805,2400805,MD,"Baltimore City--Irvington, Ten Hills & Cherry Hill","Southwest Baltimore City--Irvington, Ten Hills & Cherry Hill",101511,0.9064,0.887
2400901,2400901,MD,Howard County (West)--Columbia (West) & Ellicott City (Northwest),"West Howard County--Ellicott City (North & West), Fulton & Highland",96272,0.6626,0.7823
2400901,2400902,MD,Howard County (West)--Columbia (West) & Ellicott City (Northwest),Central Howard County--Columbia,48729,0.3354,0.4681
2400901,2400903,MD,Howard County (West)--Columbia (West) & Ellicott City (Northwest),"East Howard County--Ellicott City (Southeast), North Laurel & Elkridge",286,0.002,0.0027
2400902,2400901,MD,"Howard County (East)--Columbia (East), Ellicott City (Southeast) & Elkridge","West Howard County--Ellicott City (North & West), Fulton & Highland",26783,0.1432,0.2177
2400902,2400902,MD,"Howard County (East)--Columbia (East), Ellicott City (Southeast) & Elkridge",Central Howard County--Columbia,55373,0.2961,0.5319
2400902,2400903,MD,"Howard County (East)--Columbia (East), Ellicott City (Southeast) & Elkridge","East Howard County--Ellicott City (Southeast), North Laurel & Elkridge",104874,0.5607,0.9973
2401001,2401001,MD,"Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown","North Montgomery County--Olney, Damascus & Darnestown",111693,0.7478,1
2401001,2401002,MD,"Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown","North Central Montgomery County--Germantown, Clarksburg & Montgomery Village",37667,0.2522,0.222
2401002,2401002,MD,Montgomery County (West Central)--Germantown & Montgomery Village,"North Central Montgomery County--Germantown, Clarksburg & Montgomery Village",131061,0.9543,0.7723
2401002,2401003,MD,Montgomery County (West Central)--Germantown & Montgomery Village,Central Montgomery County--Gaithersburg & Rockville,6270,0.0457,0.0375
2401003,2401002,MD,"Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac","North Central Montgomery County--Germantown, Clarksburg & Montgomery Village",974,0.005,0.0057
2401003,2401003,MD,"Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac",Central Montgomery County--Gaithersburg & Rockville,160788,0.8309,0.9609
2401003,2401004,MD,"Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac",Southwest Montgomery County--North Bethesda & Potomac,31737,0.164,0.2554
2401004,2401004,MD,"Montgomery County (South)--Bethesda, Potomac & North Bethesda",Southwest Montgomery County--North Bethesda & Potomac,92164,0.4708,0.7417
2401004,2401008,MD,"Montgomery County (South)--Bethesda, Potomac & North Bethesda",South Montgomery County--South Bethesda & Chevy Chase,103609,0.5292,1
2401005,2401003,MD,"Montgomery County (East Central)--Wheaton, Aspen Hill & Glenmont",Central Montgomery County--Gaithersburg & Rockville,264,0.0018,0.0016
2401005,2401004,MD,"Montgomery County (East Central)--Wheaton, Aspen Hill & Glenmont",Southwest Montgomery County--North Bethesda & Potomac,366,0.0025,0.0029
2401005,2401005,MD,"Montgomery County (East Central)--Wheaton, Aspen Hill & Glenmont","East Central Montgomery County--Wheaton, Aspen Hill & Glenmont",144094,0.9927,0.9882
2401005,2401006,MD,"Montgomery County (East Central)--Wheaton, Aspen Hill & Glenmont","East Montgomery County--Fairland, Colesville & White Oak",431,0.003,0.0036
2401006,2401005,MD,"Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville","East Central Montgomery County--Wheaton, Aspen Hill & Glenmont",1724,0.014,0.0118
2401006,2401006,MD,"Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville","East Montgomery County--Fairland, Colesville & White Oak",120465,0.976,0.9964
2401006,2401007,MD,"Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville",Southeast Montgomery County--Takoma Park City & Silver Spring,1236,0.01,0.0104
2401007,2401007,MD,Montgomery County (Southeast)--Takoma Park City & Silver Spring,Southeast Montgomery County--Takoma Park City & Silver Spring,117518,0.9962,0.9896
2401007,2401101,MD,Montgomery County (Southeast)--Takoma Park City & Silver Spring,Inner Northwest Prince Georges County--College Park City & Langley Park,448,0.0038,0.0035
2401101,2401101,MD,Prince Georges County (Northwest)--College Park City & Langley Park,Inner Northwest Prince Georges County--College Park City & Langley Park,128914,1,0.9961
2401102,2401102,MD,"Prince Georges County (North)--Laurel, Greenbelt (North & East) Cities & Beltsville","North Prince Georges County--Laurel, Greenbelt & Beltsville",149602,0.996,0.9999
2401102,2401105,MD,"Prince Georges County (North)--Laurel, Greenbelt (North & East) Cities & Beltsville","East Prince Georges County--Bowie City, Kettering & Largo",607,0.004,0.0031
2401103,2401101,MD,Prince Georges County (Northwest)--New Carrollton & Hyattsville (Southeast) Cities,Inner Northwest Prince Georges County--College Park City & Langley Park,54,0.0005,0.0004
2401103,2401103,MD,Prince Georges County (Northwest)--New Carrollton & Hyattsville (Southeast) Cities,Inner Northeast Prince Georges County--New Carrollton & Hyattsville,119450,0.9995,1
2401104,2401104,MD,"Prince Georges County (Central)--Seat Pleasant City, Capitol Heights Town & Landover","Central Prince Georges County--Seat Pleasant City, Capitol Heights Town & Landover PUM",120691,1,1
2401105,2401102,MD,"Prince Georges County (East)--Bowie City, Kettering, Largo, Mitchellville & Lanham","North Prince Georges County--Laurel, Greenbelt & Beltsville",18,0.0001,0.0001
2401105,2401105,MD,"Prince Georges County (East)--Bowie City, Kettering, Largo, Mitchellville & Lanham","East Prince Georges County--Bowie City, Kettering & Largo",193943,0.9999,0.9969
2401106,2401106,MD,"Prince Georges County (South)--Clinton, Fort Washington (South), Rosaryville & Croom","South Prince Georges County--Clinton, Fort Washington & Rosaryville",131061,1,1
2401107,2401107,MD,"Prince Georges County (Southwest)--Oxon Hill, Hillcrest Heights & Temple Hills","Southwest Prince Georges County--Oxon Hill, Hillcrest Heights & Temple Hills",122413,1,1
2401201,2401201,MD,"Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade","Northwest Anne Arundel County--Severn, Odenton & Crofton",124290,0.6777,1
2401201,2401204,MD,"Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade",Central Anne Arundel County,59074,0.3221,0.5193
2401201,2401205,MD,"Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade","Southeast Anne Arundel County--Annapolis City, Parole & Annapolis Neck",37,0.0002,0.0003
2401202,2401202,MD,"Anne Arundel County (North)--Glen Burnie, Pasadena, Ferndale & Brooklyn Park","North Anne Arundel County--Glen Burnie, Pasadena, Ferndale & Brooklyn Park",122564,1,1
2401203,2401203,MD,"Anne Arundel County (Central)--Severna Park, Arnold & Lake Shore","East Anne Arundel County--Severna Park, Arnold & Lake Shore",111081,0.782,1
2401203,2401204,MD,"Anne Arundel County (Central)--Severna Park, Arnold & Lake Shore",Central Anne Arundel County,30966,0.218,0.2722
2401204,2401204,MD,"Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater",Central Anne Arundel County,23727,0.1684,0.2086
2401204,2401205,MD,"Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater","Southeast Anne Arundel County--Annapolis City, Parole & Annapolis Neck",116462,0.8267,0.9992
2401204,2401501,MD,"Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater",Calvert & Southeast St. Marys Counties--Chesapeake Beach & California,688,0.0049,0.0066
2401300,2401300,MD,"Queen Annes, Talbot, Caroline, Dorchester & Kent Counties","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",172422,1,1
2401400,2401400,MD,"Wicomico, Worcester & Somerset Counties--Salisbury City","Wicomico, Worcester & Somerset Counties--Salisbury City",180668,1,1
2401500,2401205,MD,St. Marys & Calvert Counties,"Southeast Anne Arundel County--Annapolis City, Parole & Annapolis Neck",60,0.0003,0.0005
2401500,2401501,MD,St. Marys & Calvert Counties,Calvert & Southeast St. Marys Counties--Chesapeake Beach & California,103210,0.5012,0.9934
2401500,2401601,MD,St. Marys & Calvert Counties,Central St. Marys County--Lexington Park City & Leonardtown,102662,0.4985,1
2401600,2401700,MD,Charles County--La Plata Town & Waldorf,Charles County--La Plata Town & Waldorf City,166617,1,1
