geography_id,geography_desc,geography_desc_full,total_units,"Calculated percentage of units for broadband serviceable locations contained within the geography for which providers report residential fixed broadband service with Copper, Cable, Fiber to the Premises, or Licensed Fixed Wireless technology and speeds of at least 25 / 3 Mbps."
18091,LaPorte County,"LaPorte County, IN",57232,0.9594
6037,Los Angeles County,"Los Angeles County, CA",3985884,0.95950001
20209,Wyandotte County,"Wyandotte County, KS",76825,0.95950001
5085,Lonoke County,"Lonoke County, AR",35578,0.95959997
6059,Orange County,"Orange County, CA",1289959,0.95959997
13029,Bryan County,"Bryan County, GA",19363,0.95959997
53003,Asotin County,"Asotin County, WA",11400,0.95959997
6031,Kings County,"Kings County, CA",52367,0.95969999
47163,Sullivan County,"Sullivan County, TN",87302,0.95969999
19109,Kossuth County,"Kossuth County, IA",10345,0.9598
37067,Forsyth County,"Forsyth County, NC",189827,0.9598
22071,Orleans Parish,"Orleans Parish, LA",214070,0.95990002
51810,Virginia Beach city,"Virginia Beach city, VA",210211,0.95990002
37057,Davidson County,"Davidson County, NC",87566,0.95999998
46077,Kingsbury County,"Kingsbury County, SD",4265,0.9601
27067,Kandiyohi County,"Kandiyohi County, MN",24004,0.96039999
29183,St. Charles County,"St. Charles County, MO",186501,0.96039999
48029,Bexar County,"Bexar County, TX",889239,0.96039999
13059,Clarke County,"Clarke County, GA",63522,0.9605
28059,Jackson County,"Jackson County, MS",72026,0.96060002
17115,Macon County,"Macon County, IL",55991,0.96069998
26139,Ottawa County,"Ottawa County, MI",137041,0.96069998
13105,Elbert County,"Elbert County, GA",11211,0.96079999
31053,Dodge County,"Dodge County, NE",19658,0.96090001
37097,Iredell County,"Iredell County, NC",92096,0.96090001
48215,Hidalgo County,"Hidalgo County, TX",351554,0.96090001
32003,Clark County,"Clark County, NV",1021768,0.9612
17119,Madison County,"Madison County, IL",134362,0.96130002
18137,Ripley County,"Ripley County, IN",15427,0.96139997
48453,Travis County,"Travis County, TX",659445,0.96139997
12117,Seminole County,"Seminole County, FL",215327,0.96160001
8075,Logan County,"Logan County, CO",11152,0.96179998
20075,Hamilton County,"Hamilton County, KS",1569,0.96179998
28069,Kemper County,"Kemper County, MS",5821,0.9619
15007,Kauai County,"Kauai County, HI",33885,0.96200001
8041,El Paso County,"El Paso County, CO",322498,0.96210003
55137,Waushara County,"Waushara County, WI",19218,0.96210003
27105,Nobles County,"Nobles County, MN",11032,0.9623
13191,McIntosh County,"McIntosh County, GA",7787,0.96240002
23031,York County,"York County, ME",130238,0.96249998
13093,Dooly County,"Dooly County, GA",6306,0.96270001
48439,Tarrant County,"Tarrant County, TX",912962,0.96270001
51700,Newport News city,"Newport News city, VA",87268,0.96280003
20113,McPherson County,"McPherson County, KS",15490,0.96289998
48121,Denton County,"Denton County, TX",402264,0.96289998
48135,Ector County,"Ector County, TX",80861,0.96289998
8013,Boulder County,"Boulder County, CO",157903,0.96310002
46003,Aurora County,"Aurora County, SD",2031,0.96310002
51730,Petersburg city,"Petersburg city, VA",19845,0.96310002
55011,Buffalo County,"Buffalo County, WI",10671,0.96310002
55131,Washington County,"Washington County, WI",66300,0.96310002
37035,Catawba County,"Catawba County, NC",82582,0.96319997
37181,Vance County,"Vance County, NC",22839,0.96319997
41003,Benton County,"Benton County, OR",45075,0.96340001
44009,Washington County,"Washington County, RI",74981,0.96340001
46043,Douglas County,"Douglas County, SD",2227,0.96359998
36103,Suffolk County,"Suffolk County, NY",648715,0.9637
13169,Jones County,"Jones County, GA",13087,0.96380001
17109,McDonough County,"McDonough County, IL",17918,0.96380001
6113,Yolo County,"Yolo County, CA",92313,0.96390003
13147,Hart County,"Hart County, GA",15477,0.96390003
49019,Grand County,"Grand County, UT",6574,0.96390003
16027,Canyon County,"Canyon County, ID",95452,0.96399999
19105,Jones County,"Jones County, IA",11641,0.96399999
21133,Letcher County,"Letcher County, KY",11683,0.96399999
39113,Montgomery County,"Montgomery County, OH",281317,0.96399999
18095,Madison County,"Madison County, IN",68825,0.9641
24021,Frederick County,"Frederick County, MD",117434,0.96420002
42133,York County,"York County, PA",210051,0.96420002
29165,Platte County,"Platte County, MO",50850,0.96429998
48489,Willacy County,"Willacy County, TX",8890,0.96429998
12015,Charlotte County,"Charlotte County, FL",125899,0.96439999
40115,Ottawa County,"Ottawa County, OK",16902,0.96439999
46015,Brule County,"Brule County, SD",3688,0.96450001
15009,Maui County,"Maui County, HI",79351,0.96460003
55101,Racine County,"Racine County, WI",93031,0.96460003
45015,Berkeley County,"Berkeley County, SC",111297,0.96469998
72003,Aguada Municipio,"Aguada Municipio, PR",19084,0.96469998
20129,Morton County,"Morton County, KS",1794,0.96490002
25027,Worcester County,"Worcester County, MA",394984,0.96490002
48441,Taylor County,"Taylor County, TX",72722,0.96499997
20119,Meade County,"Meade County, KS",2676,0.96520001
22087,St. Bernard Parish,"St. Bernard Parish, LA",20806,0.96530002
72115,Quebradillas Municipio,"Quebradillas Municipio, PR",11604,0.96530002
8089,Otero County,"Otero County, CO",10194,0.96539998
19017,Bremer County,"Bremer County, IA",12477,0.96539998
25007,Dukes County,"Dukes County, MA",20125,0.96539998
42079,Luzerne County,"Luzerne County, PA",168396,0.96539998
2020,Anchorage Municipality,"Anchorage Municipality, AK",142167,0.9655
31039,Cuming County,"Cuming County, NE",5708,0.9655
39099,Mahoning County,"Mahoning County, OH",124134,0.96560001
47189,Wilson County,"Wilson County, TN",68358,0.96560001
72133,Santa Isabel Municipio,"Santa Isabel Municipio, PR",9679,0.96560001
46053,Gregory County,"Gregory County, SD",3468,0.96569997
51740,Portsmouth city,"Portsmouth city, VA",47365,0.9659
8035,Douglas County,"Douglas County, CO",153143,0.96600002
18099,Marshall County,"Marshall County, IN",24390,0.96609998
24011,Caroline County,"Caroline County, MD",15939,0.96619999
13223,Paulding County,"Paulding County, GA",69134,0.96630001
19049,Dallas County,"Dallas County, IA",50054,0.96630001
19169,Story County,"Story County, IA",46852,0.96630001
39139,Richland County,"Richland County, OH",65007,0.96630001
40013,Bryan County,"Bryan County, OK",25371,0.96630001
55105,Rock County,"Rock County, WI",79653,0.96630001
36083,Rensselaer County,"Rensselaer County, NY",81834,0.96640003
26161,Washtenaw County,"Washtenaw County, MI",179707,0.96649998
34027,Morris County,"Morris County, NJ",230875,0.96649998
41005,Clackamas County,"Clackamas County, OR",192064,0.96649998
47187,Williamson County,"Williamson County, TN",105156,0.96649998
55133,Waukesha County,"Waukesha County, WI",193238,0.96689999
39085,Lake County,"Lake County, OH",117779,0.96710002
12081,Manatee County,"Manatee County, FL",232918,0.96719998
37025,Cabarrus County,"Cabarrus County, NC",98937,0.96719998
48009,Archer County,"Archer County, TX",5611,0.96719998
13153,Houston County,"Houston County, GA",76773,0.9673
47001,Anderson County,"Anderson County, TN",39961,0.9673
48367,Parker County,"Parker County, TX",74172,0.9673
37021,Buncombe County,"Buncombe County, NC",148575,0.96740001
13313,Whitfield County,"Whitfield County, GA",46463,0.96749997
6041,Marin County,"Marin County, CA",129471,0.96759999
48045,Briscoe County,"Briscoe County, TX",1421,0.96759999
45079,Richland County,"Richland County, SC",201049,0.9677
48117,Deaf Smith County,"Deaf Smith County, TX",9150,0.9677
20127,Morris County,"Morris County, KS",4302,0.96789998
40031,Comanche County,"Comanche County, OK",58535,0.96789998
55025,Dane County,"Dane County, WI",283852,0.96789998
18035,Delaware County,"Delaware County, IN",59226,0.96799999
39017,Butler County,"Butler County, OH",182195,0.96799999
18071,Jackson County,"Jackson County, IN",23099,0.96810001
24017,Charles County,"Charles County, MD",69021,0.96810001
39041,Delaware County,"Delaware County, OH",93123,0.96810001
49045,Tooele County,"Tooele County, UT",27575,0.96810001
53053,Pierce County,"Pierce County, WA",406682,0.96810001
39107,Mercer County,"Mercer County, OH",22771,0.96820003
51735,Poquoson city,"Poquoson city, VA",5371,0.96820003
33013,Merrimack County,"Merrimack County, NH",75674,0.96829998
39103,Medina County,"Medina County, OH",86219,0.96829998
39069,Henry County,"Henry County, OH",14603,0.9684
39125,Paulding County,"Paulding County, OH",10864,0.9684
12035,Flagler County,"Flagler County, FL",64273,0.96850002
49049,Utah County,"Utah County, UT",228196,0.96850002
36029,Erie County,"Erie County, NY",483387,0.96859998
48445,Terry County,"Terry County, TX",7047,0.96859998
39043,Erie County,"Erie County, OH",43647,0.96869999
8059,Jefferson County,"Jefferson County, CO",270086,0.96880001
39165,Warren County,"Warren County, OH",104306,0.96880001
27129,Renville County,"Renville County, MN",8880,0.96899998
51105,Lee County,"Lee County, VA",14541,0.9691
36055,Monroe County,"Monroe County, NY",367911,0.96920002
55139,Winnebago County,"Winnebago County, WI",90632,0.96929997
16019,Bonneville County,"Bonneville County, ID",53992,0.96950001
28067,Jones County,"Jones County, MS",36453,0.96950001
31137,Phelps County,"Phelps County, NE",5441,0.96950001
2130,Ketchikan Gateway Borough,"Ketchikan Gateway Borough, AK",8063,0.96960002
17167,Sangamon County,"Sangamon County, IL",109650,0.96960002
72145,Vega Baja Municipio,"Vega Baja Municipio, PR",27168,0.96960002
20161,Riley County,"Riley County, KS",33000,0.96969998
26093,Livingston County,"Livingston County, MI",93076,0.96969998
18105,Monroe County,"Monroe County, IN",70346,0.96990001
38037,Grant County,"Grant County, ND",2847,0.97009999
17201,Winnebago County,"Winnebago County, IL",139309,0.97030002
48303,Lubbock County,"Lubbock County, TX",155344,0.97030002
19193,Woodbury County,"Woodbury County, IA",49013,0.97039998
28159,Winston County,"Winston County, MS",10912,0.97039998
45063,Lexington County,"Lexington County, SC",148074,0.97039998
13051,Chatham County,"Chatham County, GA",153984,0.97060001
26021,Berrien County,"Berrien County, MI",91157,0.97070003
19183,Washington County,"Washington County, IA",12676,0.97079998
46105,Perkins County,"Perkins County, SD",2673,0.97079998
12071,Lee County,"Lee County, FL",502261,0.9709
19129,Mills County,"Mills County, IA",8115,0.97100002
19143,Osceola County,"Osceola County, IA",4315,0.97100002
48249,Jim Wells County,"Jim Wells County, TX",23627,0.97100002
18151,Steuben County,"Steuben County, IN",25178,0.97119999
5109,Pike County,"Pike County, AR",7140,0.97140002
21111,Jefferson County,"Jefferson County, KY",392198,0.97140002
45043,Georgetown County,"Georgetown County, SC",46968,0.97140002
2110,Juneau City and Borough,"Juneau City and Borough, AK",17045,0.97149998
13095,Dougherty County,"Dougherty County, GA",46971,0.9716
37183,Wake County,"Wake County, NC",521840,0.9716
21145,McCracken County,"McCracken County, KY",39020,0.97170001
34031,Passaic County,"Passaic County, NJ",209582,0.97170001
39151,Stark County,"Stark County, OH",186555,0.97180003
36001,Albany County,"Albany County, NY",163338,0.97189999
18179,Wells County,"Wells County, IN",14298,0.972
19057,Des Moines County,"Des Moines County, IA",21962,0.972
21213,Simpson County,"Simpson County, KY",9971,0.972
45001,Abbeville County,"Abbeville County, SC",13828,0.972
39025,Clermont County,"Clermont County, OH",103129,0.97229999
50007,Chittenden County,"Chittenden County, VT",85417,0.97229999
48397,Rockwall County,"Rockwall County, TX",45901,0.97250003
42105,Potter County,"Potter County, PA",15483,0.97259998
51650,Hampton city,"Hampton city, VA",66162,0.9727
12073,Leon County,"Leon County, FL",150770,0.97280002
20149,Pottawatomie County,"Pottawatomie County, KS",12373,0.97280002
55015,Calumet County,"Calumet County, WI",25105,0.97280002
17073,Henry County,"Henry County, IL",27390,0.97289997
17113,McLean County,"McLean County, IL",89421,0.97289997
34023,Middlesex County,"Middlesex County, NJ",370589,0.97289997
18029,Dearborn County,"Dearborn County, IN",24743,0.97299999
37191,Wayne County,"Wayne County, NC",61796,0.97299999
45035,Dorchester County,"Dorchester County, SC",75260,0.97299999
20045,Douglas County,"Douglas County, KS",58429,0.97310001
45065,McCormick County,"McCormick County, SC",7978,0.97310001
48167,Galveston County,"Galveston County, TX",178339,0.97310001
19033,Cerro Gordo County,"Cerro Gordo County, IA",26508,0.97320002
42019,Butler County,"Butler County, PA",98450,0.97320002
19081,Hancock County,"Hancock County, IA",7037,0.97329998
21115,Johnson County,"Johnson County, KY",12543,0.97329998
19031,Cedar County,"Cedar County, IA",10640,0.9734
42089,Monroe County,"Monroe County, PA",89397,0.9734
51640,Galax city,"Galax city, VA",4281,0.9734
17143,Peoria County,"Peoria County, IL",98024,0.97350001
20103,Leavenworth County,"Leavenworth County, KS",33486,0.97350001
55071,Manitowoc County,"Manitowoc County, WI",44099,0.97359997
18063,Hendricks County,"Hendricks County, IN",75775,0.97369999
27079,Le Sueur County,"Le Sueur County, MN",15841,0.97369999
29095,Jackson County,"Jackson County, MO",370154,0.97369999
39011,Auglaize County,"Auglaize County, OH",24466,0.97369999
42007,Beaver County,"Beaver County, PA",87906,0.97369999
29051,Cole County,"Cole County, MO",38734,0.9738
32005,Douglas County,"Douglas County, NV",27229,0.9738
18001,Adams County,"Adams County, IN",15801,0.97409999
40021,Cherokee County,"Cherokee County, OK",30061,0.97409999
46073,Jerauld County,"Jerauld County, SD",1393,0.97420001
19045,Clinton County,"Clinton County, IA",25603,0.97430003
37119,Mecklenburg County,"Mecklenburg County, NC",546897,0.97439998
39039,Defiance County,"Defiance County, OH",19775,0.97439998
42011,Berks County,"Berks County, PA",191232,0.97439998
23023,Sagadahoc County,"Sagadahoc County, ME",21210,0.97460002
42075,Lebanon County,"Lebanon County, PA",65822,0.97460002
13083,Dade County,"Dade County, GA",8666,0.97469997
20111,Lyon County,"Lyon County, KS",30216,0.97479999
46051,Grant County,"Grant County, SD",5229,0.97479999
26115,Monroe County,"Monroe County, MI",79106,0.97490001
40017,Canadian County,"Canadian County, OK",71503,0.97490001
48493,Wilson County,"Wilson County, TX",23942,0.97490001
17107,Logan County,"Logan County, IL",14970,0.97500002
25015,Hampshire County,"Hampshire County, MA",76109,0.97500002
51790,Staunton city,"Staunton city, VA",13837,0.97509998
72117,RincÃ³n Municipio,"RincÃ³n Municipio, PR",9570,0.97509998
16065,Madison County,"Madison County, ID",17996,0.97530001
36067,Onondaga County,"Onondaga County, NY",231347,0.97539997
45019,Charleston County,"Charleston County, SC",234204,0.97549999
78020,St. John Island,"St. John Island, VI",3183,0.97549999
6019,Fresno County,"Fresno County, CA",386126,0.9756
31071,Garfield County,"Garfield County, NE",1353,0.9756
41067,Washington County,"Washington County, OR",263147,0.9756
18183,Whitley County,"Whitley County, IN",17587,0.97570002
42129,Westmoreland County,"Westmoreland County, PA",201595,0.97570002
72033,CataÃ±o Municipio,"CataÃ±o Municipio, PR",11163,0.97570002
21107,Hopkins County,"Hopkins County, KY",24880,0.97579998
29510,St. Louis city,"St. Louis city, MO",188628,0.97579998
72089,Luquillo Municipio,"Luquillo Municipio, PR",11412,0.97579998
13207,Monroe County,"Monroe County, GA",13166,0.97589999
18157,Tippecanoe County,"Tippecanoe County, IN",86366,0.97589999
13003,Atkinson County,"Atkinson County, GA",4407,0.97619998
38071,Ramsey County,"Ramsey County, ND",8880,0.97619998
13013,Barrow County,"Barrow County, GA",35463,0.9763
13215,Muscogee County,"Muscogee County, GA",104708,0.9763
42041,Cumberland County,"Cumberland County, PA",124606,0.9763
72065,Hatillo Municipio,"Hatillo Municipio, PR",18320,0.9763
21015,Boone County,"Boone County, KY",61290,0.97640002
48157,Fort Bend County,"Fort Bend County, TX",336041,0.97640002
51125,Nelson County,"Nelson County, VA",11325,0.97640002
19051,Davis County,"Davis County, IA",5397,0.97649997
20177,Shawnee County,"Shawnee County, KS",91929,0.97649997
17093,Kendall County,"Kendall County, IL",51071,0.97670001
9013,Tolland County,"Tolland County, CT",66716,0.97680002
22051,Jefferson Parish,"Jefferson Parish, LA",208800,0.97680002
26091,Lenawee County,"Lenawee County, MI",52151,0.97680002
27081,Lincoln County,"Lincoln County, MN",4202,0.97689998
45057,Lancaster County,"Lancaster County, SC",50269,0.977
26049,Genesee County,"Genesee County, MI",219265,0.97710001
37165,Scotland County,"Scotland County, NC",17411,0.97710001
47171,Unicoi County,"Unicoi County, TN",9959,0.97710001
48275,Knox County,"Knox County, TX",2666,0.97710001
42069,Lackawanna County,"Lackawanna County, PA",112198,0.97719997
5119,Pulaski County,"Pulaski County, AR",233180,0.97729999
29189,St. Louis County,"St. Louis County, MO",491666,0.97729999
6085,Santa Clara County,"Santa Clara County, CA",759623,0.9774
12005,Bay County,"Bay County, FL",121490,0.9774
20037,Crawford County,"Crawford County, KS",21837,0.9774
27089,Marshall County,"Marshall County, MN",6980,0.9774
19035,Cherokee County,"Cherokee County, IA",7654,0.97750002
16031,Cassia County,"Cassia County, ID",11555,0.97759998
17053,Ford County,"Ford County, IL",8181,0.97759998
27109,Olmsted County,"Olmsted County, MN",78761,0.97759998
33017,Strafford County,"Strafford County, NH",64323,0.97759998
39093,Lorain County,"Lorain County, OH",150612,0.97759998
47101,Lewis County,"Lewis County, TN",6749,0.97759998
28081,Lee County,"Lee County, MS",45131,0.9777
72051,Dorado Municipio,"Dorado Municipio, PR",17016,0.9777
45069,Marlboro County,"Marlboro County, SC",16798,0.97790003
29155,Pemiscot County,"Pemiscot County, MO",9105,0.97799999
34019,Hunterdon County,"Hunterdon County, NJ",64066,0.97799999
36119,Westchester County,"Westchester County, NY",431697,0.97799999
51580,Covington city,"Covington city, VA",3816,0.97799999
19151,Pocahontas County,"Pocahontas County, IA",5786,0.97820002
24039,Somerset County,"Somerset County, MD",13895,0.97820002
48187,Guadalupe County,"Guadalupe County, TX",79451,0.97820002
72053,Fajardo Municipio,"Fajardo Municipio, PR",20486,0.97820002
19187,Webster County,"Webster County, IA",20715,0.97829998
20009,Barton County,"Barton County, KS",15614,0.97850001
16083,Twin Falls County,"Twin Falls County, ID",41372,0.97860003
29077,Greene County,"Greene County, MO",153941,0.97860003
18117,Orange County,"Orange County, IN",11816,0.97869998
48115,Dawson County,"Dawson County, TX",6680,0.97869998
46025,Clark County,"Clark County, SD",3125,0.97890002
20091,Johnson County,"Johnson County, KS",278466,0.97899997
36093,Schenectady County,"Schenectady County, NY",76547,0.97899997
42071,Lancaster County,"Lancaster County, PA",244438,0.97899997
48309,McLennan County,"McLennan County, TX",126991,0.97899997
51595,Emporia city,"Emporia city, VA",3304,0.97909999
26081,Kent County,"Kent County, MI",305453,0.97920001
42025,Carbon County,"Carbon County, PA",37852,0.97920001
17111,McHenry County,"McHenry County, IL",135061,0.97930002
38101,Ward County,"Ward County, ND",35236,0.97930002
31055,Douglas County,"Douglas County, NE",276898,0.9795
39035,Cuyahoga County,"Cuyahoga County, OH",666582,0.97960001
46023,Charles Mix County,"Charles Mix County, SD",5868,0.97960001
51059,Fairfax County,"Fairfax County, VA",496073,0.97979999
31057,Dundy County,"Dundy County, NE",1661,0.98009998
53005,Benton County,"Benton County, WA",92044,0.98009998
9003,Hartford County,"Hartford County, CT",427483,0.98019999
18113,Noble County,"Noble County, IN",23995,0.98019999
29173,Ralls County,"Ralls County, MO",6399,0.98019999
13047,Catoosa County,"Catoosa County, GA",31379,0.98030001
34003,Bergen County,"Bergen County, NJ",413200,0.98040003
39153,Summit County,"Summit County, OH",273907,0.98040003
47167,Tipton County,"Tipton County, TN",27185,0.98040003
26149,St. Joseph County,"St. Joseph County, MI",34006,0.98049998
26077,Kalamazoo County,"Kalamazoo County, MI",133056,0.9806
18039,Elkhart County,"Elkhart County, IN",93682,0.98070002
49057,Weber County,"Weber County, UT",110343,0.98070002
51179,Stafford County,"Stafford County, VA",58581,0.98070002
51750,Radford city,"Radford city, VA",6880,0.98070002
4013,Maricopa County,"Maricopa County, AZ",2022662,0.98079997
32510,Carson City,"Carson City, NV",28723,0.98089999
40027,Cleveland County,"Cleveland County, OK",135415,0.98100001
72063,Gurabo Municipio,"Gurabo Municipio, PR",18883,0.98100001
5049,Fulton County,"Fulton County, AR",8132,0.98110002
19013,Black Hawk County,"Black Hawk County, IA",66525,0.98110002
35001,Bernalillo County,"Bernalillo County, NM",331087,0.98110002
35028,Los Alamos County,"Los Alamos County, NM",9630,0.98110002
51041,Chesterfield County,"Chesterfield County, VA",153225,0.98119998
47097,Lauderdale County,"Lauderdale County, TN",12507,0.9813
5005,Baxter County,"Baxter County, AR",27250,0.98140001
44007,Providence County,"Providence County, RI",309327,0.98140001
40119,Payne County,"Payne County, OK",42543,0.98150003
28087,Lowndes County,"Lowndes County, MS",31937,0.98159999
38063,Nelson County,"Nelson County, ND",2628,0.9817
47073,Hawkins County,"Hawkins County, TN",31603,0.9817
51530,Buena Vista city,"Buena Vista city, VA",3304,0.98180002
78010,St. Croix Island,"St. Croix Island, VI",26310,0.98180002
22109,Terrebonne Parish,"Terrebonne Parish, LA",57157,0.98189998
34011,Cumberland County,"Cumberland County, NJ",68427,0.98189998
31145,Red Willow County,"Red Willow County, NE",6751,0.98210001
72031,Carolina Municipio,"Carolina Municipio, PR",83829,0.98210001
78030,St. Thomas Island,"St. Thomas Island, VI",27647,0.98210001
13265,Taliaferro County,"Taliaferro County, GA",1239,0.98220003
51820,Waynesboro city,"Waynesboro city, VA",11580,0.98220003
12111,St. Lucie County,"St. Lucie County, FL",170066,0.98229998
13113,Fayette County,"Fayette County, GA",51979,0.98229998
19113,Linn County,"Linn County, IA",113292,0.98229998
72023,Cabo Rojo Municipio,"Cabo Rojo Municipio, PR",30052,0.98250002
18127,Porter County,"Porter County, IN",81031,0.98259997
37011,Avery County,"Avery County, NC",16020,0.98259997
47165,Sumner County,"Sumner County, TN",91499,0.98259997
19103,Johnson County,"Johnson County, IA",75116,0.98269999
5143,Washington County,"Washington County, AR",121571,0.98280001
19107,Keokuk County,"Keokuk County, IA",7115,0.98290002
27167,Wilkin County,"Wilkin County, MN",3925,0.98290002
48201,Harris County,"Harris County, TX",2089764,0.98290002
50027,Windsor County,"Windsor County, VT",40245,0.98290002
13073,Columbia County,"Columbia County, GA",67721,0.9831
49053,Washington County,"Washington County, UT",89851,0.9831
25013,Hampden County,"Hampden County, MA",222002,0.98320001
18059,Hancock County,"Hancock County, IN",36497,0.98329997
45051,Horry County,"Horry County, SC",241012,0.98329997
47149,Rutherford County,"Rutherford County, TN",150774,0.98329997
55079,Milwaukee County,"Milwaukee County, WI",476200,0.98329997
6099,Stanislaus County,"Stanislaus County, CA",206364,0.98339999
20025,Clark County,"Clark County, KS",2245,0.9835
51173,Smyth County,"Smyth County, VA",18638,0.9835
51660,Harrisonburg city,"Harrisonburg city, VA",21220,0.9835
12061,Indian River County,"Indian River County, FL",99489,0.98360002
36079,Putnam County,"Putnam County, NY",42639,0.98360002
39061,Hamilton County,"Hamilton County, OH",412056,0.98360002
45091,York County,"York County, SC",138139,0.98360002
8087,Morgan County,"Morgan County, CO",14156,0.98369998
22057,Lafourche Parish,"Lafourche Parish, LA",48141,0.98369998
27163,Washington County,"Washington County, MN",122415,0.98379999
55117,Sheboygan County,"Sheboygan County, WI",59450,0.98379999
18075,Jay County,"Jay County, IN",11350,0.98390001
27099,Mower County,"Mower County, MN",19736,0.98390001
51590,Danville city,"Danville city, VA",25713,0.98390001
19025,Calhoun County,"Calhoun County, IA",6998,0.98400003
40019,Carter County,"Carter County, OK",27256,0.98409998
12109,St. Johns County,"St. Johns County, FL",138092,0.9842
19037,Chickasaw County,"Chickasaw County, IA",7220,0.9842
27023,Chippewa County,"Chippewa County, MN",7475,0.9842
13097,Douglas County,"Douglas County, GA",62572,0.98430002
18141,St. Joseph County,"St. Joseph County, IN",132055,0.98430002
37059,Davie County,"Davie County, NC",23203,0.98430002
37189,Watauga County,"Watauga County, NC",37749,0.98430002
39063,Hancock County,"Hancock County, OH",38354,0.98430002
5091,Miller County,"Miller County, AR",23036,0.98439997
12021,Collier County,"Collier County, FL",255996,0.98449999
38035,Grand Forks County,"Grand Forks County, ND",41109,0.98449999
13151,Henry County,"Henry County, GA",97301,0.98460001
18155,Switzerland County,"Switzerland County, IN",5997,0.98470002
27101,Murray County,"Murray County, MN",6469,0.98470002
39049,Franklin County,"Franklin County, OH",630491,0.98470002
42043,Dauphin County,"Dauphin County, PA",141480,0.98470002
19119,Lyon County,"Lyon County, IA",7120,0.98479998
29047,Clay County,"Clay County, MO",118146,0.98479998
9011,New London County,"New London County, CT",139039,0.9849
21059,Daviess County,"Daviess County, KY",53095,0.9849
21117,Kenton County,"Kenton County, KY",79308,0.9849
39003,Allen County,"Allen County, OH",50837,0.9849
6095,Solano County,"Solano County, CA",181408,0.98509997
17019,Champaign County,"Champaign County, IL",105708,0.98509997
34025,Monmouth County,"Monmouth County, NJ",321544,0.98509997
15003,Honolulu County,"Honolulu County, HI",398234,0.98519999
21037,Campbell County,"Campbell County, KY",47067,0.98519999
8001,Adams County,"Adams County, CO",213344,0.98540002
44003,Kent County,"Kent County, RI",86192,0.98540002
31153,Sarpy County,"Sarpy County, NE",84596,0.98549998
31157,Scotts Bluff County,"Scotts Bluff County, NE",20482,0.98549998
27069,Kittson County,"Kittson County, MN",3671,0.98559999
69110,Saipan Municipality,"Saipan Municipality, MP",16628,0.98559999
19127,Marshall County,"Marshall County, IA",19482,0.98580003
36005,Bronx County,"Bronx County, NY",595782,0.98580003
28117,Prentiss County,"Prentiss County, MS",13340,0.986
39095,Lucas County,"Lucas County, OH",223545,0.98610002
48061,Cameron County,"Cameron County, TX",181232,0.98610002
48251,Johnson County,"Johnson County, TX",84074,0.98610002
27013,Blue Earth County,"Blue Earth County, MN",35647,0.98619998
27085,McLeod County,"McLeod County, MN",19307,0.98619998
36087,Rockland County,"Rockland County, NY",120830,0.98619998
38087,Slope County,"Slope County, ND",803,0.98629999
72025,Caguas Municipio,"Caguas Municipio, PR",62633,0.98629999
21067,Fayette County,"Fayette County, KY",161024,0.98640001
12085,Martin County,"Martin County, FL",93962,0.98650002
18115,Ohio County,"Ohio County, IN",3410,0.98650002
38003,Barnes County,"Barnes County, ND",8120,0.98650002
1089,Madison County,"Madison County, AL",195893,0.9867
39175,Wyandot County,"Wyandot County, OH",12611,0.98680001
4027,Yuma County,"Yuma County, AZ",109015,0.98689997
6077,San Joaquin County,"San Joaquin County, CA",282970,0.98699999
39129,Pickaway County,"Pickaway County, OH",26454,0.98699999
72069,Humacao Municipio,"Humacao Municipio, PR",28921,0.98710001
13057,Cherokee County,"Cherokee County, GA",119443,0.98720002
18057,Hamilton County,"Hamilton County, IN",153574,0.98720002
46039,Deuel County,"Deuel County, SD",3531,0.98729998
17161,Rock Island County,"Rock Island County, IL",76234,0.9874
39123,Ottawa County,"Ottawa County, OH",34552,0.9874
9009,New Haven County,"New Haven County, CT",412720,0.98750001
27133,Rock County,"Rock County, MN",5916,0.98750001
39101,Marion County,"Marion County, OH",31549,0.98750001
47159,Smith County,"Smith County, TN",10898,0.98750001
20175,Seward County,"Seward County, KS",9982,0.98760003
55097,Portage County,"Portage County, WI",38070,0.98760003
72055,GuÃ¡nica Municipio,"GuÃ¡nica Municipio, PR",9018,0.98760003
6081,San Mateo County,"San Mateo County, CA",309837,0.9878
20169,Saline County,"Saline County, KS",27150,0.9878
27139,Scott County,"Scott County, MN",65386,0.9878
28075,Lauderdale County,"Lauderdale County, MS",40238,0.9878
48369,Parmer County,"Parmer County, TX",5246,0.9878
12031,Duval County,"Duval County, FL",506503,0.98790002
72139,Trujillo Alto Municipio,"Trujillo Alto Municipio, PR",33432,0.98790002
13117,Forsyth County,"Forsyth County, GA",102440,0.98799998
20083,Hodgeman County,"Hodgeman County, KS",1417,0.98799998
55141,Wood County,"Wood County, WI",41723,0.98799998
17063,Grundy County,"Grundy County, IL",25785,0.98809999
17089,Kane County,"Kane County, IL",212218,0.98809999
46009,Bon Homme County,"Bon Homme County, SD",4612,0.98809999
27037,Dakota County,"Dakota County, MN",189896,0.98820001
28141,Tishomingo County,"Tishomingo County, MS",12683,0.98820001
21163,Meade County,"Meade County, KY",13497,0.98830003
46029,Codington County,"Codington County, SD",18501,0.98830003
72017,Barceloneta Municipio,"Barceloneta Municipio, PR",11019,0.98830003
